"","affy_hg_u133_plus_2","hgnc_symbol"
"7613","1568609_s_at","LINC01145"
"7614","1564204_at","LINC00869"
"7615","1563483_at",""
"7616","1561318_at",""
"7617","1569291_at",""
"7618","1569293_x_at",""
"7619","1569688_at","FMO5"
"7620","1561440_at",""
"7621","1569337_at",""
"7622","201104_x_at",""
"7623","202809_s_at","INTS3"
"7624","202809_s_at","SLC27A3"
"7625","203122_at","TRAPPC12"
"7626","203957_at",""
"7627","201681_s_at","DLG5"
"7628","201665_x_at","RPS17"
"7629","204166_at","SBNO2"
"7630","201759_at","TBCD"
"7631","203933_at","RAB11FIP3"
"7632","201642_at","IFNGR2"
"7633","200032_s_at",""
"7634","200089_s_at","RPL4P5"
"7635","202245_at","LSS"
"7636","202000_at","NDUFA6"
"7637","202001_s_at","NDUFA6"
"7638","204860_s_at",""
"7639","203852_s_at","SMN2"
"7640","203229_s_at","CLK2"
"7641","203239_s_at","CNOT3"
"7642","201771_at","SCAMP3"
"7643","203550_s_at","FAM189B"
"7644","202408_s_at","PRPF31"
"7645","202407_s_at","PRPF31"
"7646","204861_s_at","NAIP"
"7647","204860_s_at","NAIP"
"7648","204301_at","KBTBD11"
"7649","204927_at","RASSF7"
"7650","202581_at","HSPA1B"
"7651","200800_s_at","HSPA1B"
"7652","203146_s_at","GABBR1"
"7653","203758_at","CTSO"
"7654","203852_s_at","SMN1"
"7655","202591_s_at","SSBP1"
"7656","204148_s_at","POMZP3"
"7657","202168_at","TAF9"
"7658","201500_s_at","PPP1R11"
"7659","205272_s_at","PRH2"
"7660","204279_at","PSMB9"
"7661","203307_at","GNL1"
"7662","205272_s_at","PRR4"
"7663","204919_at","PRR4"
"7664","202402_s_at","CARS1"
"7665","204090_at","STK19"
"7666","203878_s_at","MMP11"
"7667","203876_s_at","MMP11"
"7668","204673_at","MUC2"
"7669","203288_at","GARRE1"
"7670","201703_s_at","PPP1R10"
"7671","201702_s_at","PPP1R10"
"7672","201492_s_at","RPL41P2"
"7673","204492_at","ARHGAP11A"
"7674","204487_s_at","KCNQ1"
"7675","203052_at","C2"
"7676","201414_s_at","NAP1L4"
"7677","204086_at","PRAME"
"7678","200799_at","HSPA1A"
"7679","200800_s_at","HSPA1A"
"7680","204265_s_at","GPSM3"
"7681","202307_s_at","TAP1"
"7682","200082_s_at","RPS7P11"
"7683","205147_x_at","NCF4"
"7684","205336_at","PVALB"
"7685","205439_at","GSTT2B"
"7686","203129_s_at","KIF5C"
"7687","205114_s_at","CCL3L1"
"7688","205114_s_at","CCL3L3"
"7689","202011_at","TJP1"
"7690","202929_s_at","DDTL"
"7691","202929_s_at","DDT"
"7692","205114_s_at",""
"7693","201797_s_at","VARS1"
"7694","201796_s_at","VARS1"
"7695","205439_at","GSTT2"
"7696","203815_at","GSTT1"
"7697","204981_at","SLC22A18"
"7698","204446_s_at","ALOX5"
"7699","204445_s_at","ALOX5"
"7700","205114_s_at","CCL3"
"7701","202395_at","NSF"
"7702","203678_at","FAN1"
"7703","204103_at","CCL4"
"7704","202262_x_at","DDAH2"
"7705","203889_at","SCG5"
"7706","203932_at","HLA-DMB"
"7707","203113_s_at","EEF1D"
"7708","202702_at","TRIM26"
"7709","203062_s_at","MDC1"
"7710","203061_s_at","MDC1"
"7711","200041_s_at",""
"7712","203577_at","GTF2H4"
"7713","203893_at","AK6"
"7714","203694_s_at","DHX16"
"7715","203928_x_at","MAPT"
"7716","203930_s_at","MAPT"
"7717","203929_s_at","MAPT"
"7718","201137_s_at","HLA-DPB1"
"7719","205075_at","SERPINF2"
"7720","201891_s_at","B2M"
"7721","201255_x_at","BAG6"
"7722","204538_x_at","NPIPA5"
"7723","201049_s_at","RPS18"
"7724","202145_at","LY6E"
"7725","202326_at","EHMT2"
"7726","201631_s_at","IER3"
"7727","205382_s_at","CFD"
"7728","205402_x_at","PRSS2"
"7729","203168_at","TNXB"
"7730","203038_at","PTPRK"
"7731","204718_at","EPHB6"
"7732","201644_at","GFUS"
"7733","203690_at","TUBGCP3"
"7734","203905_at","PARN"
"7735","202411_at","IFI27"
"7736","202357_s_at","CFB"
"7737","203577_at",""
"7738","200904_at","HLA-E"
"7739","200905_x_at","HLA-E"
"7740","201390_s_at","CSNK2B"
"7741","202667_s_at","SLC39A7"
"7742","200045_at","ABCF1"
"7743","204806_x_at","HLA-F"
"7744","204795_at","PRR3"
"7745","204538_x_at",""
"7746","205272_s_at","PRH1"
"7747","205272_s_at",""
"7748","204919_at",""
"7749","204145_at","FRG1"
"7750","204409_s_at","EIF1AY"
"7751","204410_at","EIF1AY"
"7752","201818_at","LPCAT1"
"7753","205247_at","NOTCH4"
"7754","204770_at","TAP2"
"7755","204769_s_at","TAP2"
"7756","202381_at","ADAM9"
"7757","204697_s_at","CHGA"
"7758","202875_s_at","PBX2"
"7759","202876_s_at","PBX2"
"7760","200702_s_at","DDX24"
"7761","200694_s_at","DDX24"
"7762","202833_s_at","SERPINA1"
"7763","204538_x_at","NPIPA3"
"7764","203727_at","SKIV2L"
"7765","204060_s_at","PRKY"
"7766","202386_s_at","MARF1"
"7767","200041_s_at","DDX39B"
"7768","202804_at","ABCC1"
"7769","202805_s_at","ABCC1"
"7770","203792_x_at","PCGF2"
"7771","203793_x_at","PCGF2"
"7772","201909_at","RPS4Y1"
"7773","203168_at","ATF6B"
"7774","205001_s_at","DDX3Y"
"7775","205000_at","DDX3Y"
"7776","204538_x_at","NPIPA1"
"7777","200750_s_at","RANP1"
"7778","201081_s_at","PIP4K2B"
"7779","201080_at","PIP4K2B"
"7780","201495_x_at","MYH11"
"7781","201497_x_at","MYH11"
"7782","201496_x_at","MYH11"
"7783","202234_s_at","SLC16A1"
"7784","202236_s_at","SLC16A1"
"7785","202235_at","SLC16A1"
"7786","204968_at","C6orf47"
"7787","205313_at","HNF1B"
"7788","203331_s_at","INPP5D"
"7789","203332_s_at","INPP5D"
"7790","200091_s_at","RPS25"
"7791","201763_s_at","DAXX"
"7792","204655_at","CCL5"
"7793","204538_x_at","NPIPA7"
"7794","203367_at","DUSP14"
"7795","202830_s_at","SLC37A4"
"7796","200825_s_at","HYOU1"
"7797","202928_s_at","PHF1"
"7798","201492_s_at",""
"7799","201390_s_at",""
"7800","203292_s_at","VPS11"
"7801","205392_s_at","CCL14"
"7802","203796_s_at","BCL7A"
"7803","203795_s_at","BCL7A"
"7804","204295_at","SURF1"
"7805","202519_at","MLXIP"
"7806","205224_at","SURF2"
"7807","202840_at","TAF15"
"7808","204522_at","DXO"
"7809","201846_s_at","RYBP"
"7810","205392_s_at","CCL15-CCL14"
"7811","201400_at","PSMB3"
"7812","203290_at","HLA-DQA2"
"7813","203715_at","TBCE"
"7814","203714_s_at","TBCE"
"7815","205184_at","GNG4"
"7816","202239_at","PARP4"
"7817","204305_at","MIPEP"
"7818","204954_s_at","DYRK1B"
"7819","200682_s_at","UBE2L5"
"7820","204190_at","USPL1"
"7821","200679_x_at","HMGB1"
"7822","200680_x_at","HMGB1"
"7823","201293_x_at","PPIAP22"
"7824","203240_at","FCGBP"
"7825","202723_s_at",""
"7826","201252_at","PSMC4"
"7827","205136_s_at","NUFIP1"
"7828","205134_s_at","NUFIP1"
"7829","205135_s_at","NUFIP1"
"7830","203917_at","CXADR"
"7831","203476_at","TPBG"
"7832","204053_x_at","PTEN"
"7833","204054_at","PTEN"
"7834","204303_s_at","CTIF"
"7835","204302_s_at","CTIF"
"7836","204042_at","WASF3"
"7837","203039_s_at","NDUFS1"
"7838","205428_s_at","CALB2"
"7839","204775_at","CHAF1B"
"7840","200705_s_at","EEF1B2"
"7841","202304_at","FNDC3A"
"7842","200873_s_at","CCT8"
"7843","203156_at","AKAP11"
"7844","204342_at","SLC25A24"
"7845","203680_at","PRKAR2B"
"7846","202345_s_at","FABP5P1"
"7847","203629_s_at","COG5"
"7848","203630_s_at","COG5"
"7849","200602_at","APP"
"7850","201338_x_at","GTF3A"
"7851","205084_at","BCAP29"
"7852","201031_s_at","HNRNPH1"
"7853","200068_s_at","CANX"
"7854","200601_at","ACTN4"
"7855","202345_s_at","FABP5P11"
"7856","204272_at","LGALS4"
"7857","203387_s_at","TBC1D4"
"7858","203386_at","TBC1D4"
"7859","202360_at","MAML1"
"7860","200789_at","ECH1"
"7861","204011_at","SPRY2"
"7862","202072_at",""
"7863","202072_at","HNRNPL"
"7864","202941_at",""
"7865","201471_s_at","SQSTM1"
"7866","203126_at","IMPA2"
"7867","204128_s_at","RFC3"
"7868","204127_at","RFC3"
"7869","205338_s_at","DCT"
"7870","205337_at","DCT"
"7871","201078_at","TM9SF2"
"7872","204090_at",""
"7873","204331_s_at","MRPS12"
"7874","204330_s_at","MRPS12"
"7875","202932_at","YES1"
"7876","202933_s_at","YES1"
"7877","202501_at","MAPRE2"
"7878","201580_s_at","TMX4"
"7879","201581_at","TMX4"
"7880","202810_at","DRG1"
"7881","204473_s_at",""
"7882","205289_at","BMP2"
"7883","205290_s_at","BMP2"
"7884","201178_at","FBXO7"
"7885","202725_at","POLR2A"
"7886","202946_s_at","BTBD3"
"7887","202941_at","NDUFV2"
"7888","204870_s_at","PCSK2"
"7889","204869_at","PCSK2"
"7890","202505_at","SNRPB2"
"7891","204946_s_at","TOP3A"
"7892","203597_s_at","WBP4"
"7893","203598_s_at","WBP4"
"7894","203599_s_at","WBP4"
"7895","201021_s_at","DSTN"
"7896","201022_s_at","DSTN"
"7897","202845_s_at","RALBP1"
"7898","202844_s_at","RALBP1"
"7899","200818_at","ATP5PO"
"7900","202723_s_at","FOXO1"
"7901","202724_s_at","FOXO1"
"7902","202817_s_at","SS18"
"7903","202816_s_at","SS18"
"7904","204194_at","BACH1"
"7905","200772_x_at","PTMAP5"
"7906","200773_x_at","PTMAP5"
"7907","202193_at","LIMK2"
"7908","203196_at","ABCC4"
"7909","201329_s_at","ETS2"
"7910","201328_at","ETS2"
"7911","204765_at","ARHGEF5"
"7912","204670_x_at","HLA-DRB1"
"7913","205266_at","LIF"
"7914","202344_at","HSF1"
"7915","200818_at",""
"7916","200808_s_at","ZYX"
"7917","203344_s_at","RBBP8"
"7918","203669_s_at","DGAT1"
"7919","203669_s_at","MIR6848"
"7920","204799_at","ZBED4"
"7921","205379_at","CBR3"
"7922","201217_x_at","RPL3"
"7923","204707_s_at","MAPK4"
"7924","200748_s_at","FTH1P2"
"7925","201639_s_at","CPSF1"
"7926","201638_s_at","CPSF1"
"7927","204315_s_at","GTSE1"
"7928","204318_s_at","GTSE1"
"7929","200740_s_at","SUMO3"
"7930","200739_s_at","SUMO3"
"7931","201639_s_at","MIR939"
"7932","203077_s_at","SMAD2"
"7933","203075_at","SMAD2"
"7934","203076_s_at","SMAD2"
"7935","202847_at","PCK2"
"7936","201569_s_at","SAMM50"
"7937","201570_at","SAMM50"
"7938","201588_at","TXNL1"
"7939","202671_s_at","PDXK"
"7940","201886_at","DCAF11"
"7941","205033_s_at","DEFA1"
"7942","205033_s_at","DEFA1B"
"7943","205033_s_at","DEFA3"
"7944","201201_at","CSTB"
"7945","202795_x_at","TRIOBP"
"7946","200838_at","CTSB"
"7947","200839_s_at","CTSB"
"7948","205328_at","CLDN10"
"7949","200814_at","PSME1"
"7950","202129_s_at","RIOK3"
"7951","202130_at","RIOK3"
"7952","202131_s_at","RIOK3"
"7953","201042_at","TGM2"
"7954","203860_at","PCCA"
"7955","201346_at","ADIPOR2"
"7956","201762_s_at","PSME2"
"7957","204434_at","SPATA2"
"7958","204433_s_at","SPATA2"
"7959","205223_at","DEPDC5"
"7960","202679_at","NPC1"
"7961","200868_s_at","RNF114"
"7962","200867_at","RNF114"
"7963","203248_at","ZNF24"
"7964","203247_s_at","ZNF24"
"7965","204061_at","PRKX"
"7966","204060_s_at","PRKX"
"7967","201614_s_at","RUVBL1"
"7968","203290_at","HLA-DQA1"
"7969","203882_at",""
"7970","203882_at","IRF9"
"7971","201535_at","UBL3"
"7972","201534_s_at","UBL3"
"7973","204967_at","SHROOM2"
"7974","201740_at","NDUFS3"
"7975","205206_at","ANOS1"
"7976","201910_at","FARP1"
"7977","201911_s_at","FARP1"
"7978","204195_s_at","PKNOX1"
"7979","202065_s_at","PPFIA1"
"7980","201699_at","PSMC6"
"7981","202533_s_at","DHFRP1"
"7982","201059_at","CTTN"
"7983","204544_at","HPS5"
"7984","203746_s_at","HCCS"
"7985","203745_at","HCCS"
"7986","204935_at","PTPN2"
"7987","200012_x_at","SNORA27"
"7988","202453_s_at","GTF2H1"
"7989","202451_at","GTF2H1"
"7990","204955_at","SRPX"
"7991","203659_s_at","TRIM13"
"7992","202858_at","U2AF1"
"7993","203338_at","PPP2R5E"
"7994","200650_s_at","LDHA"
"7995","203624_at","AKAP17A"
"7996","200016_x_at","HNRNPA1P7"
"7997","201840_at","NEDD8"
"7998","202088_at","SLC39A6"
"7999","202089_s_at","SLC39A6"
"8000","200650_s_at",""
"8001","201271_s_at","RALY"
"8002","203966_s_at","PPM1A"
"8003","203565_s_at","MNAT1"
"8004","204554_at","PPP1R3D"
"8005","204555_s_at","PPP1R3D"
"8006","205362_s_at","PFDN4"
"8007","205361_s_at","PFDN4"
"8008","205360_at","PFDN4"
"8009","201114_x_at","PSMA7"
"8010","202792_s_at","PPP6R2"
"8011","202791_s_at","PPP6R2"
"8012","201704_at","ENTPD6"
"8013","203523_at","LSP1"
"8014","203604_at","ZNF516"
"8015","203573_s_at","RABGGTA"
"8016","204309_at","CYP11A1"
"8017","203880_at","COX17P1"
"8018","202181_at","SUSD6"
"8019","204287_at","SYNGR1"
"8020","201360_at","CST3"
"8021","200809_x_at","RPL12P4"
"8022","200088_x_at","RPL12P4"
"8023","204145_at","FRG1BP"
"8024","204682_at","LTBP2"
"8025","202558_s_at","HSPA13"
"8026","202557_at","HSPA13"
"8027","203405_at","PSMG1"
"8028","201509_at","IDH3B"
"8029","203405_at","BRWD1"
"8030","205037_at","IFT27"
"8031","202549_at","VAPB"
"8032","202550_s_at","VAPB"
"8033","202414_at","BIVM-ERCC5"
"8034","204200_s_at","PDGFB"
"8035","202177_at","GAS6"
"8036","200943_at","HMGN1"
"8037","200944_s_at","HMGN1"
"8038","201725_at","CDC123"
"8039","201762_s_at","PSME2P2"
"8040","203132_at","RB1"
"8041","200736_s_at","GPX1P1"
"8042","205191_at","RP2"
"8043","205399_at","DCLK1"
"8044","201032_at","BLCAP"
"8045","202749_at","GET1"
"8046","202669_s_at","EFNB2"
"8047","202668_at","EFNB2"
"8048","204239_s_at","NNAT"
"8049","202610_s_at","MED14"
"8050","202611_s_at","MED14"
"8051","202612_s_at","MED14"
"8052","204979_s_at","GET1-SH3BGR"
"8053","202096_s_at","TSPO"
"8054","200012_x_at","RPL21P11"
"8055","203380_x_at","SRSF5"
"8056","204557_s_at","DZIP1"
"8057","204556_s_at","DZIP1"
"8058","202561_at","TNKS"
"8059","204987_at","ITIH2"
"8060","202930_s_at","SUCLA2"
"8061","203988_s_at","FUT8"
"8062","204567_s_at","ABCG1"
"8063","200834_s_at","RPS21"
"8064","204616_at","UCHL3"
"8065","205287_s_at","TFAP2C"
"8066","205286_at","TFAP2C"
"8067","204616_at",""
"8068","200875_s_at","NOP56"
"8069","200874_s_at","NOP56"
"8070","205419_at","GPR183"
"8071","205009_at","TFF1"
"8072","203519_s_at","UPF2"
"8073","201651_s_at","PACSIN2"
"8074","201784_s_at",""
"8075","200084_at",""
"8076","203303_at","DYNLT3"
"8077","204041_at","MAOB"
"8078","204438_at","MRC1"
"8079","204787_at","VSIG4"
"8080","204875_s_at","GMDS"
"8081","201217_x_at","SNORD83A"
"8082","201897_s_at","CKS1BP2"
"8083","204866_at","JADE3"
"8084","200042_at","RTCB"
"8085","201020_at","YWHAH"
"8086","204759_at","RCBTB2"
"8087","203379_at","RPS6KA1"
"8088","202751_at","TFIP11"
"8089","202750_s_at","TFIP11"
"8090","204905_s_at","EEF1E1"
"8091","204174_at","ALOX5AP"
"8092","200680_x_at","HMGB1P10"
"8093","204703_at","IFT88"
"8094","201444_s_at","ATP6AP2"
"8095","201443_s_at","ATP6AP2"
"8096","201293_x_at","PPIAP29"
"8097","205438_at","PTPN21"
"8098","203919_at","TCEA2"
"8099","204597_x_at","STC1"
"8100","204596_s_at","STC1"
"8101","204595_s_at","STC1"
"8102","203548_s_at","LPL"
"8103","203549_s_at","LPL"
"8104","205013_s_at","SPECC1L-ADORA2A"
"8105","205013_s_at","ADORA2A"
"8106","205296_at","RBL1"
"8107","205405_at","SEMA5A"
"8108","204462_s_at","SLC16A2"
"8109","203448_s_at","TERF1P7"
"8110","204819_at","FGD1"
"8111","200934_at","DEK"
"8112","202567_at","SNRPD3"
"8113","202567_at",""
"8114","201976_s_at","MYO10"
"8115","203313_s_at","TGIF1"
"8116","200035_at","CTDNEP1"
"8117","205359_at","AKAP6"
"8118","201281_at","ADRM1"
"8119","203944_x_at","BTN2A1"
"8120","204512_at","HIVEP1"
"8121","204375_at","CLSTN3"
"8122","204286_s_at","PMAIP1"
"8123","204285_s_at","PMAIP1"
"8124","203297_s_at","JARID2"
"8125","203298_s_at","JARID2"
"8126","203244_at","PEX5"
"8127","202198_s_at","MTMR3"
"8128","202197_at","MTMR3"
"8129","200874_s_at","SNORA51"
"8130","200875_s_at","SNORD57"
"8131","203441_s_at","CDH2"
"8132","203440_at","CDH2"
"8133","202790_at","CLDN7"
"8134","203199_s_at","MTRR"
"8135","203200_s_at","MTRR"
"8136","202778_s_at","ZMYM2"
"8137","202071_at","SDC4"
"8138","200889_s_at","SSR1"
"8139","200891_s_at","SSR1"
"8140","201894_s_at","SSR1"
"8141","200890_s_at","SSR1"
"8142","200038_s_at","RPL17-C18orf32"
"8143","200806_s_at","HSPD1P1"
"8144","200807_s_at","HSPD1P1"
"8145","201122_x_at","EIF5A"
"8146","201123_s_at","EIF5A"
"8147","205130_at","MOK"
"8148","200038_s_at","SNORD58A"
"8149","200038_s_at","SNORD58B"
"8150","200762_at","DPYSL2"
"8151","201417_at","SOX4"
"8152","201418_s_at","SOX4"
"8153","201416_at","SOX4"
"8154","201102_s_at","PFKL"
"8155","203753_at","TCF4"
"8156","202239_at",""
"8157","204307_at","TECPR2"
"8158","204308_s_at","TECPR2"
"8159","204072_s_at","FRY"
"8160","203994_s_at",""
"8161","203996_s_at",""
"8162","203995_at","CFAP410"
"8163","203994_s_at","CFAP410"
"8164","203996_s_at","CFAP410"
"8165","202144_s_at",""
"8166","203014_x_at",""
"8167","203014_x_at","SGSM3"
"8168","204219_s_at","PSMC1"
"8169","201530_x_at","EIF4A1P10"
"8170","202595_s_at","LEPROTL1"
"8171","202594_at","LEPROTL1"
"8172","204742_s_at","PDS5B"
"8173","203956_at","MORC2"
"8174","205213_at","ACAP1"
"8175","205212_s_at","ACAP1"
"8176","201089_at","ATP6V1B2"
"8177","200677_at","PTTG1IP"
"8178","204633_s_at","RPS6KA5"
"8179","204635_at","RPS6KA5"
"8180","203614_at","UTP14C"
"8181","203957_at","E2F6P1"
"8182","200012_x_at",""
"8183","202999_s_at","LOXL2"
"8184","202997_s_at","LOXL2"
"8185","202998_s_at","LOXL2"
"8186","202937_x_at","RRP7A"
"8187","204008_at","DNAL4"
"8188","201311_s_at","SH3BGRL"
"8189","201312_s_at","SH3BGRL"
"8190","201014_s_at","PAICSP4"
"8191","202048_s_at","CBX6"
"8192","202047_s_at","CBX6"
"8193","200641_s_at","YWHAZP3"
"8194","205238_at","TRMT2B"
"8195","200858_s_at",""
"8196","203448_s_at","TERF1P4"
"8197","205102_at","TMPRSS2"
"8198","204205_at","APOBEC3G"
"8199","203901_at","TAB1"
"8200","201856_s_at","ZFR"
"8201","201857_at","ZFR"
"8202","202962_at","KIF13B"
"8203","203403_s_at","RNF6"
"8204","204593_s_at","MIEF1"
"8205","204594_s_at","MIEF1"
"8206","204417_at","GALC"
"8207","202732_at","PKIG"
"8208","202801_at","PRKACA"
"8209","202086_at","MX1"
"8210","203488_at","ADGRL1"
"8211","203672_x_at","TPMT"
"8212","203671_at","TPMT"
"8213","203261_at","DCTN6"
"8214","201710_at","MYBL2"
"8215","204994_at","MX2"
"8216","201980_s_at","RSU1"
"8217","202313_at","PPP2R2A"
"8218","201212_at","LGMN"
"8219","204800_s_at",""
"8220","204085_s_at","CLN5"
"8221","204084_s_at","CLN5"
"8222","203100_s_at","CDYL"
"8223","203099_s_at","CDYL"
"8224","203098_at","CDYL"
"8225","202325_s_at","ATP5PF"
"8226","200012_x_at","RPL21"
"8227","204076_at","ENTPD4"
"8228","204077_x_at","ENTPD4"
"8229","202414_at","ERCC5"
"8230","204602_at","DKK1"
"8231","201991_s_at","KIF5B"
"8232","201992_s_at","KIF5B"
"8233","202711_at","EFNB1"
"8234","202612_s_at","CXorf38"
"8235","205005_s_at","NMT2"
"8236","205006_s_at","NMT2"
"8237","204948_s_at","FST"
"8238","204317_at","TRMU"
"8239","204623_at","TFF3"
"8240","202746_at","ITM2A"
"8241","202747_s_at","ITM2A"
"8242","201188_s_at","ITPR3"
"8243","201187_s_at","ITPR3"
"8244","201189_s_at","ITPR3"
"8245","204539_s_at","CELSR1"
"8246","202601_s_at","HTATSF1"
"8247","202602_s_at","HTATSF1"
"8248","202744_at","SLC20A2"
"8249","202150_s_at","NEDD9"
"8250","202149_at","NEDD9"
"8251","202105_at","IGBP1"
"8252","204493_at","BID"
"8253","205422_s_at","ITGBL1"
"8254","204540_at","EEF1A2"
"8255","201149_s_at","TIMP3"
"8256","201150_s_at","TIMP3"
"8257","201147_s_at","TIMP3"
"8258","201148_s_at","TIMP3"
"8259","204026_s_at","ZWINT"
"8260","200914_x_at","KTN1"
"8261","200915_x_at","KTN1"
"8262","202052_s_at","RAI14"
"8263","202925_s_at","PLAGL2"
"8264","202924_s_at","PLAGL2"
"8265","202625_at","LYN"
"8266","202626_s_at","LYN"
"8267","205110_s_at","FGF13"
"8268","200642_at","SOD1"
"8269","203520_s_at","ZNF318"
"8270","203521_s_at","ZNF318"
"8271","200712_s_at","MAPRE1"
"8272","200713_s_at","MAPRE1"
"8273","205248_at","DOP1B"
"8274","203650_at","PROCR"
"8275","204629_at","PARVB"
"8276","202897_at","SIRPA"
"8277","202895_s_at","SIRPA"
"8278","202896_s_at","SIRPA"
"8279","205106_at","CMC4"
"8280","202098_s_at","PRMT2"
"8281","202439_s_at","IDS"
"8282","202438_x_at","IDS"
"8283","202959_at","MMUT"
"8284","202960_s_at","MMUT"
"8285","202369_s_at","TRAM2"
"8286","202368_s_at","TRAM2"
"8287","202951_at","STK38"
"8288","200847_s_at","SARAF"
"8289","204454_at","LDOC1"
"8290","205106_at","MTCP1"
"8291","202439_s_at",""
"8292","202438_x_at",""
"8293","204440_at","CD83"
"8294","200027_at","NARS1"
"8295","203467_at","PMM1"
"8296","203161_s_at","RNF8"
"8297","203160_s_at","RNF8"
"8298","201058_s_at","MYL9"
"8299","203177_x_at","TFAM"
"8300","203176_s_at","TFAM"
"8301","200792_at","XRCC6"
"8302","201196_s_at",""
"8303","200099_s_at","RPS3AP5"
"8304","201257_x_at","RPS3AP5"
"8305","201123_s_at","EIF5AP4"
"8306","204598_at","UBOX5"
"8307","203329_at","PTPRM"
"8308","205134_s_at","NUFIP1P1"
"8309","205135_s_at","NUFIP1P1"
"8310","201798_s_at","MYOF"
"8311","201605_x_at","CNN2"
"8312","205113_at","NEFM"
"8313","201077_s_at","SNU13"
"8314","201076_at","SNU13"
"8315","204387_x_at","MRPL57"
"8316","204386_s_at","MRPL57"
"8317","203082_at","BMS1"
"8318","204689_at","HHEX"
"8319","203859_s_at","PALM"
"8320","201944_at","HEXB"
"8321","200046_at","DAD1"
"8322","201801_s_at","SLC29A1"
"8323","201802_at","SLC29A1"
"8324","200781_s_at","RPS15AP1"
"8325","201412_at","LRP10"
"8326","201053_s_at","PSMF1"
"8327","201052_s_at","PSMF1"
"8328","202651_at",""
"8329","201423_s_at","MIR8075"
"8330","201553_s_at","LAMP1"
"8331","201552_at","LAMP1"
"8332","201551_s_at","LAMP1"
"8333","205104_at","SNPH"
"8334","205146_x_at","APBA3"
"8335","204619_s_at","VCAN"
"8336","204620_s_at","VCAN"
"8337","204147_s_at","TFDP1"
"8338","202075_s_at","PLTP"
"8339","201472_at","VBP1"
"8340","202224_at","CRK"
"8341","202226_s_at","CRK"
"8342","202225_at","CRK"
"8343","205450_at","PHKA1"
"8344","202780_at","OXCT1"
"8345","203936_s_at","MMP9"
"8346","200709_at","FKBP1A"
"8347","201960_s_at","MYCBP2"
"8348","201959_s_at","MYCBP2"
"8349","202690_s_at","SNRPD1"
"8350","202691_at","SNRPD1"
"8351","204865_at","CA3"
"8352","204059_s_at","ME1"
"8353","204058_at","ME1"
"8354","202419_at","KDSR"
"8355","202239_at","PARP4P2"
"8356","202640_s_at","RANBP3"
"8357","202639_s_at","RANBP3"
"8358","204800_s_at","DHRS12"
"8359","204801_s_at","DHRS12"
"8360","200063_s_at","NPM1P6"
"8361","202345_s_at","FABP5P2"
"8362","204749_at","NAP1L3"
"8363","204226_at","STAU2"
"8364","201888_s_at","IL13RA1"
"8365","201887_at","IL13RA1"
"8366","203684_s_at","BCL2"
"8367","203685_at","BCL2"
"8368","202674_s_at","LMO7"
"8369","202483_s_at","RANBP1"
"8370","202482_x_at","RANBP1"
"8371","2028_s_at","E2F1"
"8372","204947_at","E2F1"
"8373","203316_s_at","SNRPEP4"
